-0.3036,-0.0108,-0.2984,-0.01592,-0.2683,-0.1121,-0.9771,-0.1605,-0.3295,-0.269,0.5087,0.0422,0.6242,-0.8189
-0.2754,-0.002336,-0.3078,0.005417,-0.2551,-0.1531,-0.9088,-0.1511,-0.3648,-0.2388,0.4893,-0.011909999999999999,0.6133,-0.845
-0.1128,0.06221,-0.4087,0.1653,-0.2136,-0.3939,-0.09158999999999999,-0.040260000000000004,0.5399,-0.1639,-0.4762,-0.01234,0.8367,-1.04
-0.052329999999999995,0.08307,-0.4341,0.2126,-0.1858,-0.4779,0.1861,-0.01339,0.8445,-0.1236,-0.6178,-0.07327,0.7713,-1.1079999999999999
-0.2034,0.03171,-0.3491,0.05897,-0.2102,-0.2784,-0.6491,-0.1136,-0.2338,-0.147,0.1518,-0.1627,0.3665,-0.9175
-0.2575,-0.0005811,-0.2936,0.0041259999999999995,-0.2174,-0.1792,-1.04,-0.1553,-0.7745,-0.14,0.5193,-0.2049,0.1369,-0.8034
-0.2534,-0.01042,-0.2721,-0.0005017,-0.2083,-0.1655,-1.051,-0.1654,-0.7438,-0.118,0.5141,-0.2585,0.02049,-0.7691
-0.2815,-0.02717,-0.2405,-0.033260000000000005,-0.2086,-0.1153,-1.224,-0.1867,-0.9295,-0.09986,0.6052,-0.3152,-0.07956,-0.6953
-0.2972,-0.040780000000000004,-0.2132,-0.05376,-0.2071,-0.07844,-1.329,-0.1988,-1.02,-0.07632,0.6413,-0.367,-0.1566,-0.6302
-0.3098,-0.05101,-0.1909,-0.0695,-0.2061,-0.0488,-1.419,-0.2034,-1.111,-0.04726,0.6674,-0.4153,-0.2309,-0.567
-0.3723,-0.02217,-0.2288,-0.09986,-0.2231,-0.04952,-1.81,-0.1477,-1.986,0.03893,0.4017,-0.4446,0.2196,-0.4901
-0.4038,-0.029660000000000002,-0.2137,-0.124,-0.2306,-0.01375,-1.995,-0.1466,-2.242,0.07144,0.2954,-0.4894,0.2209,-0.406
-0.3494,-0.0687,-0.1403,-0.1064,-0.2078,0.02495,-1.6230000000000002,-0.1785,-1.219,0.07175,0.5263,-0.5347,-0.02574,-0.367
-0.2979,-0.059289999999999995,-0.1449,-0.07073,-0.191,-0.02226,-1.319,-0.1496,-0.7048,0.1148,0.5478,-0.5743,-0.1611,-0.3798
-0.2788,-0.04411,-0.1572,-0.04895,-0.1855,-0.04975,-1.254,-0.107,-0.696,0.1663,0.406,-0.596,-0.179,-0.3475
-0.2513,-0.03617,-0.1573,-0.026269999999999998,-0.1755,-0.07022,-1.145,-0.07649,-0.5565,0.2081,0.3597,-0.6198,-0.2121,-0.3164
-0.2267,-0.02337,-0.1647,-0.002541,-0.1672,-0.0949,-1.058,-0.036660000000000005,-0.4935,0.2559,0.2838,-0.6378,-0.2372,-0.2821
-0.2053,-0.009418000000000001,-0.1738,0.01994,-0.1602,-0.1175,-0.9776,0.007576,-0.4304,0.3067,0.2102,-0.6514,-0.2601,-0.2413
-0.2131,-0.058289999999999995,-0.1002,-0.002151,-0.1664,-0.02102,-1.043,-0.036239999999999994,-0.2768,0.2978,0.7127,-0.6828,-0.9006,-0.1193
-0.1891,-0.044469999999999996,-0.1093,0.0224,-0.1605,-0.04268,-0.9824,0.009703,-0.3004,0.3492,0.7206,-0.6878,-0.9521,-0.07766
-0.1341,0.03507,-0.2027,0.09247000000000001,-0.1383,-0.1877,-0.7907,0.1424,-0.4775,0.4556,0.2717,-0.6889,-0.4798,-0.1107
-0.1264,0.06281,-0.23,0.1084,-0.1315,-0.2216,-0.7809,0.2007,-0.6009,0.516,0.0666,-0.7056,-0.2703,-0.06543
-0.1223,0.07305,-0.235,0.1138,-0.1266,-0.2268,-0.7892,0.2336,-0.6646,0.5612,0.08317000000000001,-0.7249,-0.257,-0.01225
-0.1135,0.08914,-0.2476,0.1245,-0.1194,-0.2449,-0.7654,0.2739,-0.6964,0.6105,0.02653,-0.7434,-0.2226,0.03119
-0.1116,0.09702999999999999,-0.2507,0.1269,-0.1145,-0.2477,-0.7683,0.3004,-0.7234,0.6507,0.007363,-0.7647,-0.217,0.0827
-0.1133,0.09951,-0.2479,0.1248,-0.111,-0.2418,-0.7867,0.3174,-0.7494,0.6843,-0.004719,-0.7874,-0.2182,0.1378
-0.2051,0.1555,-0.3447,0.1154,-0.1672,-0.2506,-1.219,0.4864,-1.7630000000000001,0.8536,-0.7901,-0.7135,-0.4212,0.2897
-0.2583,0.1451,-0.341,0.08292999999999999,-0.1901,-0.202,-1.518,0.4884,-2.241,0.8795,-0.9744,-0.7333,-0.5423,0.3922
-0.1951,0.0742,-0.2169,0.07032000000000001,-0.1415,-0.1345,-0.9679,0.3539,-0.5563,0.7835,0.305,-0.8244,0.1499,0.4012
-0.1539,0.0431,-0.1714,0.05827,-0.1099,-0.1408,-0.6441,0.2523,0.2625,0.712,0.8913,-0.9277,0.4678,0.3557
-0.1579,0.01975,-0.1404,0.03876,-0.1056,-0.1123,-0.6925,0.1949,0.2617,0.6718,0.9234,-0.9882,0.5026,0.384
-0.1503,-0.01113,-0.09756000000000001,0.02201,-0.09623999999999999,-0.08176,-0.6382,0.1243,0.533,0.6209,1.166,-1.05,0.6344,0.405
-0.1463,-0.03639,-0.06375,0.006953,-0.0901,-0.056979999999999996,-0.6258,0.06307,0.6704,0.5746,1.3130000000000002,-1.107,0.7158,0.4253
-0.1447,-0.05852,-0.03477,-0.006529999999999999,-0.08676,-0.03385,-0.608,0.01144,0.8204,0.5338,1.456,-1.156,0.7984,0.4491
-0.1047,-0.07044,-0.014219999999999998,0.01084,-0.07106,-0.044860000000000004,-0.3635,-0.01828,1.3530000000000002,0.4978,1.3659999999999999,-1.194,0.7083,0.4404
-0.08267000000000001,-0.07637999999999999,-0.001603,0.015430000000000001,-0.05931,-0.05325,-0.2544,-0.04605,1.569,0.4674,1.42,-1.238,0.7203,0.4363
-0.115,-0.08383,0.003776,-0.01406,-0.06926,-0.030060000000000003,-0.4578,-0.08002000000000001,1.204,0.4372,1.682,-1.2770000000000001,0.8253,0.4761
-0.1298,-0.1021,0.0253,-0.030389999999999997,-0.07585,0.0006556,-0.575,-0.1208,1.046,0.3984,1.854,-1.307,0.8922,0.5174
-0.1221,-0.1075,0.03507,-0.03127,-0.07225,0.001768,-0.544,-0.1431,1.124,0.3694,1.9369999999999998,-1.34,0.921,0.5283
-0.1197,-0.1053,0.034960000000000005,-0.03279,-0.07067000000000001,-0.0030399999999999997,-0.5358,-0.1525,1.131,0.3492,2.022,-1.368,0.9698,0.5399
-0.1119,-0.09863,0.031310000000000004,-0.029960000000000004,-0.0662,-0.01563,-0.4972,-0.1555,1.178,0.3313,2.092,-1.3940000000000001,1.018,0.5433
-0.1003,-0.08687,0.02311,-0.024059999999999998,-0.05902999999999999,-0.03611,-0.4429,-0.1523,1.229,0.3162,2.155,-1.419,1.069,0.5383
0.025639999999999996,-0.1088,0.1034,-0.009384,0.037739999999999996,-0.09449,0.1074,-0.3239,2.29,0.1386,3.069,-1.585,1.954,0.3554
0.1008,-0.1057,0.133,0.0131,0.08888,-0.1369,0.4813,-0.3699,2.98,0.07799,3.457,-1.643,2.208,0.2777
0.0031309999999999997,-0.03971,0.009268,0.01132,0.01568,-0.1583,-0.244,-0.2024,1.03,0.2123,1.712,-1.548,0.906,0.3858
-0.05604,0.004727,-0.04988,0.02565,-0.029769999999999998,-0.1368,-0.6408,-0.03879,0.0818,0.3405,0.8975,-1.4280000000000002,0.3102,0.5261
-0.04408,0.028560000000000002,-0.06935,0.04081,-0.02317,-0.1614,-0.5566,0.010620000000000001,0.1856,0.3736,0.8996,-1.3969999999999998,0.2713,0.5367
-0.05586,0.059370000000000006,-0.1049,0.05017,-0.03115,-0.1787,-0.6326,0.08286,-0.08713,0.4264,0.6027,-1.348,0.058320000000000004,0.5671
-0.061779999999999995,0.08208,-0.1289,0.05756,-0.034480000000000004,-0.1915,-0.6515,0.1367,-0.189,0.4656,0.4518,-1.305,-0.05972,0.5886
-0.06491,0.09999,-0.1469,0.062439999999999996,-0.03474,-0.2032,-0.6804,0.1737,-0.3166,0.4919,0.2958,-1.2690000000000001,-0.1701,0.5989
-0.1214,0.1169,-0.186,0.05499,-0.07534,-0.1797,-0.9404,0.2572,-0.8423,0.5683,-0.032760000000000004,-1.179,-0.5971,0.6873
-0.1464,0.1238,-0.2023,0.04765,-0.09027,-0.1719,-1.075,0.28,-1.125,0.5863,-0.1769,-1.137,-0.7243,0.7118
-0.09648,0.1171,-0.17,0.058179999999999996,-0.05255,-0.1891,-0.722,0.2398,-0.2969,0.543,0.3462,-1.147,-0.1947,0.6536
-0.07094,0.1107,-0.1556,0.0533,-0.029660000000000002,-0.2088,-0.5414,0.1865,0.09955,0.4928,0.5787,-1.169,0.047560000000000005,0.5873
-0.07305,0.1003,-0.1443,0.044160000000000005,-0.027639999999999998,-0.1998,-0.5699,0.1522,0.06719,0.4592,0.5713,-1.159,0.06246,0.5667
-0.06781000000000001,0.08463999999999999,-0.1251,0.03701,-0.02222,-0.1895,-0.5398,0.1079,0.1892,0.4178,0.6561,-1.151,0.1386,0.5397
-0.06698,0.06702999999999999,-0.1059,0.02837,-0.02047,-0.1747,-0.5453,0.06237,0.2362,0.3753,0.6975,-1.139,0.1761,0.5162
-0.06876,0.04709,-0.08544,0.0195,-0.0218,-0.1552,-0.5565,0.01734,0.2884,0.3333,0.7403,-1.121,0.2085,0.4976
-0.151,0.0597,-0.1381,0.008611,-0.08696,-0.1181,-0.9122,0.1137,-0.3973,0.418,0.09648999999999999,-0.9925,-0.3486,0.6012
-0.1918,0.04186,-0.1389,-0.008833,-0.118,-0.08126,-1.1440000000000001,0.095,-0.7987,0.3974,-0.06044,-0.9471,-0.4984,0.6231
-0.1202,-0.008497,-0.04824,-0.006592,-0.06784,-0.06526,-0.6121,-0.04168,0.6301,0.2654,1.1540000000000001,-0.9878,0.4453,0.5257
-0.07865,-0.03945,-0.005093,-0.01686,-0.0371,-0.07712999999999999,-0.3254,-0.1647,1.328,0.1461,1.719,-1.0390000000000001,0.9006,0.4095
-0.07512,-0.05987000000000001,0.01715,-0.02412,-0.03638,-0.061360000000000005,-0.3446,-0.225,1.3259999999999998,0.07465,1.771,-1.035,0.9689,0.3658
-0.05798,-0.07792,0.042730000000000004,-0.0257,-0.02684,-0.0541,-0.2529,-0.2834,1.575,0.002942,1.993,-1.032,1.155,0.3107
-0.0454,-0.08967,0.06014,-0.02557,-0.02075,-0.0485,-0.2025,-0.3258,1.706,-0.05802,2.126,-1.0190000000000001,1.272,0.2623
-0.035,-0.09631,0.07192,-0.022619999999999998,-0.01694,-0.04348,-0.1457,-0.351,1.8519999999999999,-0.1069,2.255,-0.9952,1.381,0.2223
-0.01112,-0.1278,0.114,-0.01814,-0.009776,-0.01739,-0.03771,-0.4198,2.171,-0.1929,2.6010000000000004,-0.9834,1.432,0.1764
0.01059,-0.1261,0.1234,-0.007409000000000001,0.001475,-0.02129,0.06215,-0.43,2.3569999999999998,-0.2337,2.75,-0.953,1.5219999999999998,0.1293
0.01035,-0.08044,0.0805,0.003009,0.007012000000000001,-0.059739999999999994,0.003054,-0.3659,2.031,-0.2173,2.443,-0.9038,1.496,0.09187000000000001
0.008754999999999999,-0.05604,0.06163,0.01342,0.0068260000000000005,-0.06686,-0.0303,-0.3187,1.891,-0.2123,2.323,-0.8429,1.5119999999999998,0.07902999999999999
0.0179,-0.03732,0.05148,0.02458,0.01346,-0.07601000000000001,0.01796,-0.2876,1.95,-0.2198,2.377,-0.7913,1.568,0.049980000000000004
0.02481,-0.0109,0.0337,0.03625,0.02068,-0.09067,0.04892,-0.2435,1.944,-0.2179,2.362,-0.736,1.601,0.02171
0.03232,0.01376,0.018430000000000002,0.047619999999999996,0.028610000000000003,-0.1032,0.08868,-0.2019,1.9709999999999999,-0.2178,2.372,-0.6805,1.642,-0.006622
0.04004,0.036969999999999996,0.004927,0.05847,0.0371,-0.1143,0.1245,-0.1637,1.993,-0.2201,2.383,-0.6257,1.68,-0.03598
-0.005658,0.07892,-0.04988,0.05925,0.009937999999999999,-0.1138,-0.1086,-0.05458,1.433,-0.1532,2.115,-0.5198,1.48,0.0003756
-0.03715,0.09498,-0.07441,0.058429999999999996,-0.011090000000000001,-0.09823,-0.2497,-0.0038759999999999997,1.161,-0.1418,2.026,-0.4397,1.4,0.01694
0.0294,0.07807,-0.022340000000000002,0.08027000000000001,0.03273,-0.09988999999999999,0.1781,-0.0596,2.195,-0.227,2.6910000000000003,-0.433,1.982,-0.07138
0.06359,0.08387,-0.0115,0.08347,0.06337000000000001,-0.123,0.4155,-0.09542,2.707,-0.2942,3.0210000000000004,-0.438,2.3,-0.1684
